"tsls";"rating";"ttp";"total.sessions";"completed";"completed.post";"win.rate";"tries";"device";"tbs";"tsad";"dia"
"NULL";-1;0;1;"0.133333333333";0,133333333333;"0.5";"2.0";"iphone";"NULL";59045;NA
"208786";1;292;2;"0.155555555556";0,155555555556;"1.0";"2.0";"ipad";"316.0";209079;145
"10879";0;1127;4;"0.222222222222";0,222222222222;"0.5";"6.0";"iphone";"50256.0";161649;147
"208749";1;3170;3;"0.511111111111";0,511111111111;"0.6";"25.0";"iphone";"7483.0";215421;145
"22902";0;2275;12;"0.444444444444";0,444444444444;"0.923076923077";"13.0";"iphone";"8835.09090909";121018;147
"NULL";0;0;1;"0.177777777778";0,177777777778;"0.4";"5.0";"iphone";"NULL";131593;NA
"78433";-1;232;1;"0.155555555556";0,155555555556;"0.5";"2.0";"ipad";"NULL";78666;147
"80828";0;3287;12;"0.444444444444";0,444444444444;"0.47619047619";"42.0";"ipod";"14832.7272727";179804;147
"121469";0;6516;2;"0.444444444444";0,444444444444;"0.777777777778";"18.0";"ipad";"26382.0";127986;146
"34338";0;1839;4;"0.222222222222";0,266666666667;"0.75";"4.0";"iphone";"4812.66666667";49591;147
"73719";0;580;2;"0.2";0,2;"0.8";"5.0";"iphone";"109784.0";183955;147
"30721";0;1916;3;"0.333333333333";0,333333333333;"0.375";"16.0";"ipad";"16973.0";64926;147
"24618";0;585;1;"0.222222222222";0,555555555556;"1.0";"3.0";"iphone";"NULL";25204;147
"11603";0;2910;3;"0.222222222222";0,222222222222;"1.0";"2.0";"ipod";"34377.0";81435;147
"50889";0;1576;8;"0.444444444444";0,444444444444;"0.6";"25.0";"iphone";"12270.0";136665;147
"130715";0;261;2;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"9595.0";130977;146
"129142";-1;514;3;"0.177777777778";0,177777777778;"0.5";"6.0";"iphone";"23392.0";138175;146
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";119863;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";104426;NA
"21441";0;4269;6;"0.333333333333";0,733333333333;"0.888888888889";"9.0";"iphone";"1286.4";28399;147
"82706";0;1966;1;"0.4";0,511111111111;"0.6875";"16.0";"ipad";"NULL";84673;147
"229224";0;420;3;"0.288888888889";0,288888888889;"1.0";"7.0";"iphone";"312.0";229832;145
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";114020;NA
"185164";-1;848;3;"0.155555555556";0,155555555556;"0.142857142857";"7.0";"ipad";"1160.5";187748;145
"NULL";-1;0;1;"0.133333333333";1;"NULL";"NULL";"iphone";"NULL";257541;NA
"213342";0;1290;3;"0.222222222222";0,222222222222;"0.5";"6.0";"iphone";"1923.0";217060;145
"10071";0;659;4;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"322.333333333";10880;147
"55338";0;5742;7;"0.555555555556";0,822222222222;"0.8125";"16.0";"ipad";"14151.0";141993;147
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"ipad";"NULL";95137;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";214609;NA
"NULL";1;0;1;"0.177777777778";0,177777777778;"0.5";"6.0";"ipad";"NULL";208411;NA
"102556";-1;296;3;"0.155555555556";0,155555555556;"0.666666666667";"3.0";"ipod";"13435.5";129612;146
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";9019;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";26150;NA
"48018";0;248;5;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"11204.0";82105;147
"37467";-1;71;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";37539;147
"18133";0;2411;4;"0.4";0,555555555556;"0.666666666667";"15.0";"iphone";"9433.33333333";47696;147
"40119";0;251;2;"0.155555555556";0,155555555556;"1.0";"2.0";"ipad";"582.0";40371;147
"27540";-1;913;4;"0.177777777778";0,177777777778;"0.3";"10.0";"iphone";"58253.6666667";200900;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"0.666666666667";"3.0";"iphone";"NULL";3105;NA
"NULL";0;0;1;"0.4";0,4;"0.636363636364";"22.0";"ipod";"NULL";217385;NA
"NULL";0;0;1;"0.222222222222";0,222222222222;"0.666666666667";"6.0";"ipad";"NULL";189656;NA
"136633";1;4592;5;"0.444444444444";0,444444444444;"0.571428571429";"28.0";"iphone";"18690.25";216379;146
"206017";0;1639;3;"0.4";0,4;"0.846153846154";"13.0";"iphone";"46080.0";253239;145
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"3.0";"ipad";"NULL";14018;NA
"100294";0;842;2;"0.222222222222";0,222222222222;"0.5";"6.0";"iphone";"904.0";101137;146
"59236";0;10693;9;"0.222222222222";0,222222222222;"0.555555555556";"9.0";"ipad";"16740.375";193779;147
"249398";-1;275;2;"0.133333333333";0,133333333333;"0.25";"4.0";"ipad";"4770.0";249674;145
"113022";0;3439;4;"0.333333333333";0,333333333333;"0.9";"10.0";"iphone";"2313.0";119964;146
"2757";0;7469;13;"0.666666666667";0,733333333333;"0.575";"40.0";"ipod";"3277.08333333";42993;147
"NULL";-1;0;1;"0.155555555556";0,155555555556;"0.666666666667";"3.0";"ipad";"NULL";188882;NA
"45495";-1;24;2;"0.133333333333";0,333333333333;"1.0";"1.0";"ipod";"6013.0";45520;147
"35973";0;17566;16;"0.711111111111";0,888888888889;"0.515625";"64.0";"iphone";"6122.6";130032;147
"80475";0;3644;8;"0.4";0,4;"0.6";"20.0";"iphone";"4498.57142857";112575;147
"196870";0;251;1;"0.177777777778";0,177777777778;"0.666666666667";"3.0";"iphone";"NULL";197122;145
"4076";0;1133;1;"0.222222222222";0,333333333333;"0.857142857143";"7.0";"iphone";"NULL";5210;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";152532;NA
"145727";0;2972;5;"0.4";0,4;"0.666666666667";"15.0";"iphone";"15151.75";206669;146
"NULL";0;0;1;"0.155555555556";0,155555555556;"0.666666666667";"3.0";"ipad";"NULL";94498;NA
"2598";0;3859;7;"0.422222222222";0,555555555556;"0.454545454545";"22.0";"iphone";"20958.1666667";237807;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";16190;NA
"315";0;22186;31;"0.555555555556";0,555555555556;"0.262295081967";"122.0";"ipad";"6767.63333333";203350;147
"NULL";0;0;1;"0.177777777778";0,177777777778;"0.4";"5.0";"iphone";"NULL";99303;NA
"27636";0;1479;2;"0.222222222222";0,622222222222;"0.75";"4.0";"ipad";"4334.0";33375;147
"81858";0;326;2;"0.155555555556";0,222222222222;"1.0";"2.0";"ipad";"33284.0";115461;147
"212504";0;604;2;"0.222222222222";0,311111111111;"0.6";"5.0";"ipod";"144.0";213251;145
"8194";-1;145;2;"0.133333333333";0,666666666667;"1.0";"1.0";"ipad";"100.0";8375;147
"2854";0;31016;19;"0.666666666667";0,666666666667;"0.68";"25.0";"iphone";"10406.6666667";192928;147
"217426";0;126;2;"0.222222222222";0,222222222222;"1.0";"2.0";"ipad";"29108.0";217553;145
"181754";0;121;2;"0.4";0,4;"0.818181818182";"11.0";"ipad";"767.0";181876;145
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";245997;NA
"20017";0;355;1;"0.177777777778";0,222222222222;"1.0";"3.0";"iphone";"NULL";20373;147
"81772";0;751;1;"0.266666666667";0,444444444444;"0.714285714286";"7.0";"ipad";"NULL";82524;147
"NULL";-1;0;1;"0.155555555556";0,155555555556;"0.1";"10.0";"iphone";"NULL";126643;NA
"115777";0;4378;4;"0.444444444444";0,444444444444;"0.48";"50.0";"ipad";"34217.6666667";219990;146
"202164";0;463;5;"0.177777777778";0,177777777778;"0.25";"8.0";"ipod";"12397.0";251733;145
"752";-1;240;3;"0.133333333333";0,155555555556;"NULL";"NULL";"iphone";"19507.0";39777;147
"19880";0;5706;6;"0.333333333333";0,444444444444;"0.317073170732";"41.0";"ipad";"18244.0";112172;147
"14490";0;1475;9;"0.222222222222";0,222222222222;"0.227272727273";"22.0";"iphone";"22208.25";192140;147
"238052";0;112;2;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"155876.0";238165;145
"6980";0;3973;6;"0.488888888889";0,511111111111;"0.8";"20.0";"iphone";"43592.2";225103;147
"55603";0;1852;4;"0.311111111111";0,377777777778;"0.888888888889";"9.0";"iphone";"58350.0";231250;147
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";139721;NA
"11540";0;1426;2;"0.4";0,4;"0.722222222222";"18.0";"iphone";"1456.0";12967;147
"5819";0;1743;4;"0.222222222222";0,333333333333;"0.75";"4.0";"iphone";"22911.3333333";74949;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";19541;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";44219;NA
"9821";0;3387;8;"0.555555555556";0,555555555556;"0.631578947368";"19.0";"ipad";"23002.4285714";170962;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";13504;NA
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";128540;NA
"8137";-1;604;3;"0.155555555556";0,155555555556;"0.166666666667";"6.0";"iphone";"45341.0";98886;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"NULL";250352;NA
"214344";0;2101;7;"0.333333333333";0,333333333333;"0.5";"18.0";"iphone";"7110.0";256344;145
"13458";0;311;1;"0.177777777778";0,377777777778;"1.0";"3.0";"iphone";"NULL";13770;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";201039;NA
"181773";0;797;5;"0.266666666667";0,266666666667;"0.571428571429";"7.0";"iphone";"33539.5";207141;145
"121738";-1;2948;8;"0.222222222222";0,222222222222;"0.571428571429";"7.0";"iphone";"13630.1428571";217111;146
"107292";0;563;3;"0.333333333333";0,333333333333;"1.0";"7.0";"ipad";"37297.0";109669;146
"113757";0;5392;4;"0.444444444444";0,444444444444;"0.576923076923";"26.0";"iphone";"24316.6666667";187683;146
"11700";0;516;2;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"149.0";12262;147
"254536";0;2001;1;"0.311111111111";0,311111111111;"0.5";"14.0";"iphone";"NULL";256538;145
"97961";0;754;3;"0.177777777778";0,177777777778;"0.142857142857";"14.0";"ipod";"11421.5";103076;146
"4471";0;16065;14;"0.711111111111";0,888888888889;"0.52380952381";"63.0";"iphone";"6031.69230769";85779;147
"NULL";0;0;1;"0.266666666667";0,266666666667;"0.666666666667";"6.0";"ipad";"NULL";202172;NA
"47078";0;25340;3;"0.422222222222";0,422222222222;"0.705882352941";"17.0";"ipad";"34139.5";74534;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipod";"NULL";72014;NA
"22534";0;8590;9;"0.666666666667";0,666666666667;"0.575757575758";"33.0";"iphone";"10127.875";104482;147
"187427";0;172;2;"0.266666666667";0,266666666667;"0.833333333333";"6.0";"ipad";"22615.0";187600;145
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";24835;NA
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";217956;NA
"254286";0;333;3;"0.288888888889";0,288888888889;"0.666666666667";"12.0";"iphone";"915.0";255302;145
"31652";-1;521;5;"0.2";0,4;"0.6";"5.0";"iphone";"18273.0";104786;147
"NULL";0;0;1;"0.222222222222";0,222222222222;"0.6";"5.0";"iphone";"NULL";186599;NA
"106475";0;3547;2;"0.333333333333";0,333333333333;"0.32";"25.0";"ipad";"3587.0";110023;146
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";219545;NA
"130506";-1;1841;3;"0.222222222222";0,222222222222;"0.5";"6.0";"ipad";"969.5";132412;146
"80984";1;1902;2;"0.222222222222";0,222222222222;"1.0";"3.0";"ipad";"76695.0";157759;147
"28509";0;1591;2;"0.333333333333";0,333333333333;"0.666666666667";"12.0";"iphone";"1618.0";30101;147
"79232";1;1378;4;"0.288888888889";0,288888888889;"0.5";"12.0";"iphone";"34528.0";183252;147
"357";1;5972;6;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"6996.8";36320;147
"75907";-1;114;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";76022;147
"12069";0;7207;26;"0.555555555556";0,666666666667;"0.492537313433";"67.0";"iphone";"7817.36";207671;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";224310;NA
"20811";0;2807;9;"0.444444444444";0,666666666667;"0.470588235294";"17.0";"ipad";"23305.625";208105;147
"64651";-1;127;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";64779;147
"89179";0;2892;8;"0.444444444444";0,466666666667;"0.846153846154";"26.0";"ipad";"14994.4285714";194139;146
"57657";0;723;3;"0.288888888889";0,288888888889;"1.0";"7.0";"iphone";"940.5";58401;147
"51673";0;5324;12;"0.444444444444";0,444444444444;"0.535714285714";"28.0";"iphone";"1725.09090909";70692;147
"111100";0;2328;6;"0.333333333333";0,555555555556;"0.45";"20.0";"ipad";"17512.6";199248;146
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";188481;NA
"71459";0;647;8;"0.266666666667";0,266666666667;"0.625";"8.0";"iphone";"631.714285714";72406;147
"23151";0;4831;14;"0.666666666667";0,666666666667;"0.807692307692";"26.0";"iphone";"13955.8461538";185661;147
"111815";0;3882;8;"0.4";0,4;"0.478260869565";"23.0";"ipad";"21525.8571429";227265;146
"28123";0;1026;1;"0.288888888889";0,333333333333;"0.875";"8.0";"ipad";"NULL";29150;147
"44062";0;3236;6;"0.444444444444";0,777777777778;"0.535714285714";"28.0";"iphone";"30844.4";198449;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"ipod";"NULL";231802;NA
"25227";-1;542;4;"0.133333333333";0,177777777778;"NULL";"NULL";"ipad";"28923.6666667";112208;147
"82163";0;11573;7;"0.711111111111";0,733333333333;"0.333333333333";"60.0";"iphone";"15974.0";182292;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"NULL";155467;NA
"11231";0;2640;8;"0.333333333333";0,333333333333;"0.233333333333";"30.0";"iphone";"21621.8571429";162857;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";178028;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";108849;NA
"59789";-1;7654;10;"0.444444444444";0,444444444444;"0.261904761905";"42.0";"ipad";"14091.7777778";188427;147
"59369";-1;146;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";59516;147
"28769";0;1012;1;"0.266666666667";0,6;"0.5";"12.0";"iphone";"NULL";29782;147
"218975";0;364;2;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"563.0";219340;145
"6855";0;496;1;"0.222222222222";0,688888888889;"0.75";"4.0";"iphone";"NULL";7352;147
"14712";-1;320;4;"0.133333333333";0,133333333333;"0.5";"2.0";"ipad";"251.0";15498;147
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";251239;NA
"12149";0;951;3;"0.222222222222";0,222222222222;"1.0";"2.0";"iphone";"50615.5";113676;147
"NULL";0;0;1;"0.311111111111";0,311111111111;"0.722222222222";"18.0";"iphone";"NULL";16250;NA
"40781";1;278;2;"0.4";0,4;"0.882352941176";"17.0";"iphone";"430.0";41060;147
"7755";0;6847;10;"0.555555555556";0,555555555556;"0.521739130435";"23.0";"ipad";"18689.2222222";174868;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";127683;NA
"14706";0;762;4;"0.333333333333";0,333333333333;"0.636363636364";"11.0";"ipad";"1605.33333333";15613;147
"198875";0;1387;2;"0.222222222222";0,222222222222;"0.75";"4.0";"ipad";"3222.0";200263;145
"11660";0;2997;13;"0.444444444444";0,444444444444;"0.85";"20.0";"iphone";"12021.3333333";156237;147
"161502";0;3579;3;"0.4";0,4;"0.684210526316";"19.0";"ipad";"38937.5";239704;146
"184033";0;999;3;"0.288888888889";0,288888888889;"0.727272727273";"11.0";"ipod";"33546.5";251076;145
"NULL";0;0;1;"0.288888888889";0,288888888889;"0.538461538462";"13.0";"ipod";"NULL";255995;NA
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";219392;NA
"140667";0;1785;3;"0.222222222222";0,222222222222;"0.666666666667";"3.0";"iphone";"1003.0";142603;146
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"NULL";15813;NA
"128626";0;1327;4;"0.355555555556";0,355555555556;"0.666666666667";"18.0";"iphone";"20010.3333333";162852;146
"NULL";0;0;1;"0.288888888889";0,288888888889;"0.875";"8.0";"ipad";"NULL";257464;NA
"211916";0;1866;4;"0.444444444444";0,444444444444;"0.785714285714";"14.0";"iphone";"24994.0";255965;145
"NULL";0;0;1;"0.2";0,2;"0.6";"5.0";"iphone";"NULL";245890;NA
"33318";0;23074;31;"0.733333333333";0,733333333333;"0.364406779661";"236.0";"iphone";"6070.63333333";215443;147
"68673";0;2722;7;"0.333333333333";0,622222222222;"0.615384615385";"13.0";"iphone";"18073.8333333";178146;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";259104;NA
"NULL";-1;0;1;"0.133333333333";0,177777777778;"NULL";"NULL";"iphone";"NULL";71;NA
"141022";0;497;4;"0.222222222222";0,222222222222;"0.5";"6.0";"iphone";"37415.3333333";167570;146
"NULL";-1;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"NULL";37435;NA
"175952";0;1651;1;"0.222222222222";0,222222222222;"0.75";"4.0";"iphone";"NULL";177604;145
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"2.0";"iphone";"NULL";198698;NA
"NULL";-1;0;1;"0.155555555556";0,155555555556;"0.333333333333";"3.0";"iphone";"NULL";12628;NA
"NULL";0;0;1;"0.2";0,333333333333;"0.75";"4.0";"ipad";"NULL";355;NA
"220903";0;268;2;"0.177777777778";0,177777777778;"0.25";"8.0";"iphone";"1271.0";221172;145
"NULL";0;0;1;"0.311111111111";0,311111111111;"0.923076923077";"13.0";"ipad";"NULL";5058;NA
"45310";0;4451;25;"0.4";0,444444444444;"0.5";"22.0";"iphone";"8629.91666667";252448;147
"109";0;10031;32;"0.666666666667";1;"0.560975609756";"82.0";"iphone";"2904.25806452";90091;147
"195543";0;2170;6;"0.488888888889";0,488888888889;"0.65";"20.0";"iphone";"5595.4";216832;145
"NULL";-1;0;1;"0.155555555556";0,333333333333;"1.0";"2.0";"iphone";"NULL";87505;NA
"49513";0;2702;12;"0.4";0,4;"0.583333333333";"24.0";"iphone";"15285.2727273";205744;147
"39420";0;1991;1;"0.4";0,4;"0.684210526316";"19.0";"ipod";"NULL";41412;147
"55658";-1;133;1;"0.133333333333";0,155555555556;"1.0";"1.0";"iphone";"NULL";55792;147
"40265";-1;267;2;"0.133333333333";0,133333333333;"0.5";"2.0";"ipad";"299.0";40533;147
"28269";0;589;1;"0.155555555556";0,222222222222;"1.0";"2.0";"iphone";"NULL";28859;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"ipad";"NULL";223383;NA
"3483";1;475;4;"0.333333333333";0,333333333333;"1.0";"8.0";"iphone";"4583.66666667";16846;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"NULL";201166;NA
"246841";0;2511;3;"0.333333333333";0,333333333333;"0.583333333333";"12.0";"ipod";"1421.0";249420;145
"NULL";-1;0;1;"0.155555555556";0,155555555556;"0.5";"2.0";"iphone";"NULL";152042;NA
"30141";0;6135;7;"0.422222222222";0,422222222222;"0.742857142857";"35.0";"ipad";"4534.83333333";57590;147
"15263";0;1477;2;"0.222222222222";0,222222222222;"0.833333333333";"12.0";"iphone";"4415.0";19957;147
"44942";-1;9250;29;"0.622222222222";0,666666666667;"0.426829268293";"82.0";"iphone";"5973.28571429";213373;147
"116776";-1;176;2;"0.133333333333";0,133333333333;"1.0";"1.0";"ipad";"91392.0";116953;146
"1394";0;2126;3;"0.4";0,4;"0.666666666667";"18.0";"ipad";"93470.0";188764;147
"NULL";0;0;1;"0.288888888889";0,288888888889;"0.75";"12.0";"ipad";"NULL";190925;NA
"5823";0;62563;13;"0.555555555556";0,777777777778;"0.586206896552";"29.0";"ipad";"16634.1666667";216075;147
"5341";0;538;2;"0.222222222222";0,288888888889;"1.0";"3.0";"iphone";"73.0";5900;147
"68283";0;507;3;"0.177777777778";0,222222222222;"0.666666666667";"6.0";"iphone";"41835.5";151957;147
"52012";-1;14;2;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"147.0";52168;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"NULL";154350;NA
"118986";0;128;2;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"564.0";119115;146
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"2.0";"iphone";"NULL";254850;NA
"7915";1;5744;5;"0.333333333333";0,444444444444;"0.447368421053";"38.0";"ipad";"10166.75";49905;147
"5166";1;8864;6;"0.222222222222";0,222222222222;"1.0";"6.0";"iphone";"20564.0";109314;147
"10404";-1;1474;8;"0.155555555556";0,155555555556;"0.0555555555556";"18.0";"ipad";"21280.0";159399;147
"8411";0;3444;13;"0.444444444444";0,444444444444;"0.652173913043";"23.0";"iphone";"14756.0";185572;147
"126008";0;882;3;"0.355555555556";0,355555555556;"0.9";"10.0";"iphone";"10505.5";129436;146
"95151";0;462;3;"0.222222222222";0,222222222222;"1.0";"2.0";"ipad";"52786.5";200918;146
"196901";-1;71;2;"0.133333333333";0,133333333333;"NULL";"NULL";"ipad";"6165.0";196973;145
"54768";0;4273;15;"0.444444444444";0,711111111111;"0.75";"24.0";"iphone";"1866.57142857";81221;147
"171539";0;281;3;"0.177777777778";0,177777777778;"0.75";"4.0";"iphone";"8224.5";183126;146
"243415";0;18;2;"0.333333333333";0,333333333333;"1.0";"7.0";"iphone";"569.0";243434;145
"21371";-1;120;2;"0.133333333333";0,133333333333;"1.0";"1.0";"iphone";"99205.0";120588;147
"204424";0;976;3;"0.355555555556";0,355555555556;"1.0";"9.0";"iphone";"27824.5";249274;145
"15728";0;10696;27;"0.666666666667";0,777777777778;"0.583333333333";"36.0";"iphone";"3561.80769231";109284;147
"NULL";0;0;1;"0.266666666667";0,266666666667;"0.833333333333";"6.0";"ipad";"NULL";89213;NA
"122556";0;758;2;"0.177777777778";0,177777777778;"0.285714285714";"7.0";"iphone";"8369.0";123315;146
"40799";0;1491;2;"0.333333333333";0,444444444444;"0.5";"14.0";"iphone";"10761.0";52444;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"iphone";"NULL";59890;NA
"156358";0;26308;9;"0.222222222222";0,222222222222;"1.0";"2.0";"iphone";"10905.875";244614;146
"21024";0;13928;21;"0.888888888889";0,888888888889;"0.297872340426";"94.0";"iphone";"11858.35";258192;147
"NULL";0;0;1;"0.288888888889";0,288888888889;"0.857142857143";"7.0";"iphone";"NULL";53242;NA
"32619";0;3108;3;"0.288888888889";0,333333333333;"0.153846153846";"39.0";"iphone";"42306.5";117606;147
"12745";0;6832;6;"0.4";0,888888888889;"1.0";"11.0";"ipod";"4095.0";34589;147
"163703";0;3325;4;"0.311111111111";0,311111111111;"0.347826086957";"23.0";"ipod";"30820.3333333";256691;146
"190983";0;992;2;"0.288888888889";0,288888888889;"0.75";"8.0";"iphone";"42570.0";191976;145
"NULL";-1;0;1;"0.155555555556";0,155555555556;"NULL";"NULL";"iphone";"NULL";106391;NA
"21198";0;4379;5;"0.333333333333";0,333333333333;"0.555555555556";"36.0";"ipad";"16564.75";88321;147
"108321";0;2662;7;"0.4";0,4;"0.633333333333";"30.0";"ipad";"15475.3333333";201174;146
"196907";0;2736;3;"0.622222222222";0,622222222222;"0.727272727273";"33.0";"ipad";"7951.5";199644;145
"233754";0;1434;3;"0.333333333333";0,333333333333;"0.615384615385";"13.0";"ipad";"911.5";235350;145
"6594";0;445;1;"0.177777777778";0,444444444444;"1.0";"3.0";"iphone";"NULL";7040;147
"17621";0;1991;4;"0.333333333333";0,555555555556;"0.888888888889";"9.0";"iphone";"13259.6666667";57990;147
"18547";0;4547;4;"0.577777777778";0,666666666667;"0.730769230769";"26.0";"ipad";"27443.6666667";102652;147
"10497";1;4279;4;"0.333333333333";0,444444444444;"0.538461538462";"13.0";"iphone";"9787.66666667";40845;147
"23532";0;4770;11;"0.333333333333";0,4;"0.5625";"16.0";"iphone";"10576.5";129736;147
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"ipad";"NULL";191605;NA
"NULL";-1;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"ipod";"NULL";253414;NA
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"2.0";"ipad";"NULL";175288;NA
"955";0;1173;3;"0.311111111111";0,355555555556;"0.857142857143";"14.0";"iphone";"22146.0";46355;147
"44689";0;3676;8;"0.288888888889";0,288888888889;"0.555555555556";"18.0";"iphone";"24348.1428571";215127;147
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"ipod";"NULL";220164;NA
"2398";0;14115;8;"0.822222222222";1;"0.545454545455";"55.0";"iphone";"24554.0";175903;147
"203109";0;216;2;"0.222222222222";0,222222222222;"1.0";"3.0";"ipad";"370.0";203326;145
"NULL";-1;0;1;"0.155555555556";0,155555555556;"0.5";"4.0";"iphone";"NULL";47826;NA
"NULL";0;0;1;"0.222222222222";0,222222222222;"1.0";"3.0";"iphone";"NULL";241954;NA
"169407";0;295;1;"0.177777777778";0,177777777778;"0.666666666667";"3.0";"iphone";"NULL";169703;146
"102627";0;1920;3;"0.4";0,4;"0.727272727273";"22.0";"iphone";"47320.5";119427;146
"82685";-1;2675;5;"0.288888888889";0,288888888889;"1.0";"7.0";"ipod";"16733.25";149588;147
"4011";0;2105;4;"0.222222222222";0,333333333333;"0.75";"4.0";"iphone";"19146.6666667";61456;147
"10361";0;3035;1;"0.222222222222";0,222222222222;"0.75";"4.0";"iphone";"NULL";13397;147
"185755";-1;416;3;"0.155555555556";0,155555555556;"0.333333333333";"3.0";"iphone";"2525.0";190779;145
"132707";0;3563;4;"0.444444444444";0,555555555556;"0.923076923077";"13.0";"iphone";"2662.0";142060;146
"NULL";0;0;1;"0.155555555556";0,155555555556;"1.0";"2.0";"ipad";"NULL";108819;NA
"24449";-1;169;2;"0.133333333333";0,2;"NULL";"NULL";"iphone";"198143.0";222595;147
"196474";0;57;2;"0.444444444444";0,444444444444;"0.785714285714";"14.0";"ipad";"627.0";196532;145
"NULL";0;0;1;"0.155555555556";0,155555555556;"0.666666666667";"3.0";"iphone";"NULL";194090;NA
"NULL";0;0;1;"0.177777777778";0,177777777778;"0.6";"5.0";"iphone";"NULL";65921;NA
"153637";0;2400;4;"0.222222222222";0,222222222222;"0.375";"8.0";"ipad";"17079.3333333";166009;146
"NULL";-1;0;1;"0.133333333333";0,133333333333;"NULL";"NULL";"iphone";"NULL";23267;NA
